"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"188,Costa Rica,1985,119395.9424,14924.4928"
"188,Costa Rica,1995,194365.5696,24295.6962"
"188,Costa Rica,2005,289626.4344,36203.3043"
"188,Costa Rica,2010,365406.5256,45675.8157"
"188,Costa Rica,2015,438207.9808,54775.9976"
"188,Costa Rica,2017,472333.0568,59041.6321"
"188,Costa Rica,2018,484916.2448,60614.5306"
"188,Costa Rica,1985,5.764,0.7205"
"188,Costa Rica,1995,32.972,4.1215"
"188,Costa Rica,2005,30.9672,3.8709"
"188,Costa Rica,2010,39.6152,4.9519"
"188,Costa Rica,2015,29.0536,3.6317"
"188,Costa Rica,2017,27.1776,3.3972"
"188,Costa Rica,2018,21.312,2.664"
"384,Côte d’Ivoire,1985,55821.2048,6977.6506"
"384,Côte d’Ivoire,1995,88839.3064,11104.9133"
"384,Côte d’Ivoire,2005,136679.42,17084.9275"
"384,Côte d’Ivoire,2010,199076.032,24884.504"
"384,Côte d’Ivoire,2015,264954.9064,33119.3633"
"384,Côte d’Ivoire,2017,305182.6952,38147.8369"
"384,Côte d’Ivoire,2018,344224.4576,43028.0572"
"384,Côte d’Ivoire,1985,5628.1608,703.5201"
"384,Côte d’Ivoire,1995,6256.3944,782.0493"
"384,Côte d’Ivoire,2005,7446.6376,930.8297"
"384,Côte d’Ivoire,2010,9695.4424,1211.9303"
"384,Côte d’Ivoire,2015,11407.6152,1425.9519"
"384,Côte d’Ivoire,2017,12488.3096,1561.0387"
"384,Côte d’Ivoire,2018,13730.9544,1716.3693"
"384,Côte d’Ivoire,1985,118007.1848,14750.8981"
"384,Côte d’Ivoire,1995,146937.5896,18367.1987"
"384,Côte d’Ivoire,2005,173976.4968,21747.0621"
"384,Côte d’Ivoire,2010,194150.0384,24268.7548"
"384,Côte d’Ivoire,2015,264954.9064,33119.3633"
"384,Côte d’Ivoire,2017,308110.3032,38513.7879"
"384,Côte d’Ivoire,2018,331012.3624,41376.5453"
"384,Côte d’Ivoire,1985,36.0048,4.5006"
"384,Côte d’Ivoire,1995,56.4232,7.0529"
"384,Côte d’Ivoire,2005,13.7704,1.7213"
"384,Côte d’Ivoire,2010,16.1408,2.0176"
"384,Côte d’Ivoire,2015,70.7432,8.8429"
"384,Côte d’Ivoire,2017,61.6168,7.7021"
"384,Côte d’Ivoire,2018,59.4648,7.4331"
"191,Croatia,1995,179341.1664,22417.6458"
"191,Croatia,2005,363091.7464,45386.4683"
"191,Croatia,2010,478462.7584,59807.8448"
"191,Croatia,2015,396245.0024,49530.6253"
"191,Croatia,2017,442554.924,55319.3655"
"191,Croatia,2018,487929.4648,60991.1831"
"191,Croatia,1995,38845.6264,4855.7033"
"191,Croatia,2005,82934.4304,10366.8038"
"191,Croatia,2010,110546.3304,13818.2913"
"191,Croatia,2015,93611.3392,11701.4174"
"191,Croatia,2017,105802.0688,13225.2586"
"191,Croatia,2018,117392.1848,14674.0231"
"191,Croatia,1995,264429.636,33053.7045"
"191,Croatia,2005,389233.9784,48654.2473"
"191,Croatia,2010,399505.5264,49938.1908"
"191,Croatia,2015,396245.0024,49530.6253"
"191,Croatia,2017,422920.496,52865.062"
"191,Croatia,2018,434317.4744,54289.6843"
"191,Croatia,1995,54.6688,6.8336"
"191,Croatia,2005,34.512,4.314"
"191,Croatia,2010,-11.9704,-1.4963"
"191,Croatia,2015,19.4968,2.4371"
"191,Croatia,2017,25.1136,3.1392"
"191,Croatia,2018,21.5584,2.6948"
"192,Cuba,1985,183369.7352,22921.2169"
"192,Cuba,1995,243425.1512,30428.1439"
"192,Cuba,2005,341148.8,42643.6"
"192,Cuba,2010,514624,64328"
"192,Cuba,2015,697645.3712,87205.6714"
"192,Cuba,2017,774808,96851"
"192,Cuba,2018,800184,100023"
"192,Cuba,1985,18159.1752,2269.8969"
"192,Cuba,1995,22356.6784,2794.5848"
"192,Cuba,2005,30293.1504,3786.6438"
"192,Cuba,2010,45842.8384,5730.3548"
"192,Cuba,2015,61603.4312,7700.4289"
"192,Cuba,2017,68329.7152,8541.2144"
"192,Cuba,2018,70574.576,8821.822"
"192,Cuba,1985,426657.872,53332.234"
"192,Cuba,1995,292955.3856,36619.4232"
"192,Cuba,2005,467318.712,58414.839"
"192,Cuba,2010,607540.3112,75942.5389"
"192,Cuba,2015,697645.3712,87205.6714"
"192,Cuba,2017,713915.2296,89239.4037"
"192,Cuba,2018,729967.4736,91245.9342"
"192,Cuba,1985,12.7736,1.5967"
"192,Cuba,1995,19.6576,2.4572"
"192,Cuba,2005,89.5984,11.1998"
"192,Cuba,2010,19.1232,2.3904"
"192,Cuba,2015,35.5048,4.4381"
"192,Cuba,2017,14.4728,1.8091"
"192,Cuba,2018,17.988,2.2485"
"531,Curaçao,2005,18757.0984,2344.6373"
"531,Curaçao,2010,23610.7424,2951.3428"
"531,Curaçao,2015,25215.2864,3151.9108"
"531,Curaçao,2017,24933.0328,3116.6291"
"531,Curaçao,2018,25023.264,3127.908"
"531,Curaçao,2005,144141.2288,18017.6536"
"531,Curaçao,2010,158257.428,19782.1785"
"531,Curaçao,2015,157746.3824,19718.2978"
"531,Curaçao,2017,153910.4608,19238.8076"
"531,Curaçao,2018,153750.8864,19218.8608"
"531,Curaçao,2005,24085.5024,3010.6878"
"531,Curaçao,2010,25517.808,3189.726"
"531,Curaçao,2015,25215.2864,3151.9108"
"531,Curaçao,2017,24532.3104,3066.5388"
"531,Curaçao,2018,24000.908,3000.1135"
"531,Curaçao,2010,0.6584,0.0823"
"531,Curaçao,2015,2.2296,0.2787"
"531,Curaçao,2017,-13.9136,-1.7392"
"531,Curaçao,2018,-17.3288,-2.1661"
"196,Cyprus,1985,21691.5968,2711.4496"
"196,Cyprus,1995,79464.3512,9933.0439"
"196,Cyprus,2005,149548.0824,18693.5103"
"196,Cyprus,2010,205656.6296,25707.0787"
"196,Cyprus,2015,158169.7808,19771.2226"
"196,Cyprus,2017,181107.7752,22638.4719"
"196,Cyprus,2018,199702.2416,24962.7802"
"196,Cyprus,1985,40087.9632,5010.9954"
"196,Cyprus,1995,122121.332,15265.1665"
"196,Cyprus,2005,202491.5136,25311.4392"
"196,Cyprus,2010,247944.5672,30993.0709"
"196,Cyprus,2015,186586.9768,23323.3721"
"196,Cyprus,2017,211871.024,26483.878"
"196,Cyprus,2018,231740.6136,28967.5767"
"196,Cyprus,1985,55858.4704,6982.3088"
"196,Cyprus,1995,100968.0376,12621.0047"
"196,Cyprus,2005,150949.2904,18868.6613"
"196,Cyprus,2010,172110.6552,21513.8319"
"196,Cyprus,2015,158169.7808,19771.2226"
"196,Cyprus,2017,176203.7144,22025.4643"
"196,Cyprus,2018,183357.7008,22919.7126"
"196,Cyprus,1985,37.5448,4.6931"
"196,Cyprus,1995,79.3912,9.9239"
"196,Cyprus,2005,38.8232,4.8529"
"196,Cyprus,2010,16.1208,2.0151"
"196,Cyprus,2015,27.0016,3.3752"
"196,Cyprus,2017,34.8888,4.3611"
"196,Cyprus,2018,32.4808,4.0601"
"203,Czechia,1995,478193.5648,59774.1956"
"203,Czechia,2005,1090244.761,136280.5951"
"203,Czechia,2010,1659822.863,207477.8579"
"203,Czechia,2015,1494639.524,186829.9405"
"203,Czechia,2017,1727308.36,215913.545"
"203,Czechia,2018,1961807.063,245225.8829"
"203,Czechia,1995,46165.732,5770.7165"
"203,Czechia,2005,106280.66,13285.0825"
"203,Czechia,2010,157530.492,19691.3115"
"203,Czechia,2015,140985.148,17623.1435"
"203,Czechia,2017,162325.2368,20290.6546"
"203,Czechia,2018,183936.4784,22992.0598"
"203,Czechia,1995,921573.988,115196.7485"
"203,Czechia,2005,1219069.835,152383.7294"
"203,Czechia,2010,1375231.233,171903.9041"
"203,Czechia,2015,1494639.524,186829.9405"
"203,Czechia,2017,1597916.25,199739.5313"
"203,Czechia,2018,1645179.169,205647.3961"
"203,Czechia,1995,49.7712,6.2214"
"203,Czechia,2005,52.268,6.5335"
"203,Czechia,2010,18.1872,2.2734"
"203,Czechia,2015,42.4736,5.3092"
"203,Czechia,2017,34.8208,4.3526"
"203,Czechia,2018,23.6624,2.9578"
"408,Dem. People's Rep. Korea,1985,96597.8888,12074.7361"
"408,Dem. People's Rep. Korea,1995,38794.3664,4849.2958"
"408,Dem. People's Rep. Korea,2005,104249.5744,13031.1968"
"408,Dem. People's Rep. Korea,2010,111561.3384,13945.1673"
"408,Dem. People's Rep. Korea,2015,130260.8112,16282.6014"
"408,Dem. People's Rep. Korea,2017,138917.7992,17364.7249"
"408,Dem. People's Rep. Korea,2018,139898.0888,17487.2611"
"408,Dem. People's Rep. Korea,1985,5778.176,722.272"
"408,Dem. People's Rep. Korea,1995,1778.0088,222.2511"
"408,Dem. People's Rep. Korea,2005,4383.4456,547.9307"
"408,Dem. People's Rep. Korea,2010,4567.7016,570.9627"
"408,Dem. People's Rep. Korea,2015,5198.8456,649.8557"
"408,Dem. People's Rep. Korea,2017,5490.7224,686.3403"
"408,Dem. People's Rep. Korea,2018,5503.5456,687.9432"
"408,Dem. People's Rep. Korea,1985,146396.9128,18299.6141"
"408,Dem. People's Rep. Korea,1995,117618.2192,14702.2774"
"408,Dem. People's Rep. Korea,2005,127058.5112,15882.3139"
"408,Dem. People's Rep. Korea,2010,126349.3792,15793.6724"
"408,Dem. People's Rep. Korea,2015,130260.8112,16282.6014"
"408,Dem. People's Rep. Korea,2017,130588.1024,16323.5128"
"408,Dem. People's Rep. Korea,2018,125171.2984,15646.4123"
"408,Dem. People's Rep. Korea,1985,29.6,3.7"
"408,Dem. People's Rep. Korea,1995,-34.9952,-4.3744"
"408,Dem. People's Rep. Korea,2005,30.0872,3.7609"
"408,Dem. People's Rep. Korea,2010,-3.7784,-0.4723"
"408,Dem. People's Rep. Korea,2015,-9.14,-1.1425"
"408,Dem. People's Rep. Korea,2017,-27.8608,-3.4826"
"408,Dem. People's Rep. Korea,2018,-33.184,-4.148"
"180,Dem. Rep. of the Congo,1985,60193.8584,7524.2323"
"180,Dem. Rep. of the Congo,1995,71572.6368,8946.5796"
"180,Dem. Rep. of the Congo,2005,95716.4664,11964.5583"
"180,Dem. Rep. of the Congo,2010,172525.972,21565.7465"
"180,Dem. Rep. of the Congo,2015,303341.4272,37917.6784"
"180,Dem. Rep. of the Congo,2017,301139.716,37642.4645"
"180,Dem. Rep. of the Congo,2018,377168.0296,47146.0037"
"180,Dem. Rep. of the Congo,1985,2014.4368,251.8046"
"180,Dem. Rep. of the Congo,1995,1721.4792,215.1849"
"180,Dem. Rep. of the Congo,2005,1747.1,218.3875"
"180,Dem. Rep. of the Congo,2010,2672.176,334.022"
"180,Dem. Rep. of the Congo,2015,3978.5328,497.3166"
"180,Dem. Rep. of the Congo,2017,3699.5616,462.4452"
"180,Dem. Rep. of the Congo,2018,4486.4592,560.8074"
"180,Dem. Rep. of the Congo,1985,236059.6688,29507.4586"
"180,Dem. Rep. of the Congo,1995,161454.0816,20181.7602"
"180,Dem. Rep. of the Congo,2005,159390.5168,19923.8146"
"180,Dem. Rep. of the Congo,2010,208748.1184,26093.5148"
"180,Dem. Rep. of the Congo,2015,303341.4272,37917.6784"
"180,Dem. Rep. of the Congo,2017,322113.8568,40264.2321"
"180,Dem. Rep. of the Congo,2018,340747.3056,42593.4132"
"180,Dem. Rep. of the Congo,1985,3.7432,0.4679"
"180,Dem. Rep. of the Congo,1995,5.6,0.7"
"180,Dem. Rep. of the Congo,2005,49.0832,6.1354"
"180,Dem. Rep. of the Congo,2010,56.8632,7.1079"
"180,Dem. Rep. of the Congo,2015,55.3344,6.9168"
"180,Dem. Rep. of the Congo,2017,29.5968,3.6996"
"180,Dem. Rep. of the Congo,2018,46.2776,5.7847"
"208,Denmark,1985,501268.7496,62658.5937"
"208,Denmark,1995,1480064.497,185008.0621"
"208,Denmark,2005,2115734.937,264466.8671"
"208,Denmark,2010,2575962.802,321995.3503"
"208,Denmark,2015,2421384.304,302673.038"
"208,Denmark,2017,2635336.779,329417.0974"
"208,Denmark,2018,2845402.487,355675.3109"
"208,Denmark,1985,98014.2616,12251.7827"
"208,Denmark,1995,282848.8856,35356.1107"
"208,Denmark,2005,390234.4568,48779.3071"
"208,Denmark,2010,463732.6992,57966.5874"
"208,Denmark,2015,425648.4664,53206.0583"
"208,Denmark,2017,459736.708,57467.0885"
"208,Denmark,2018,494669.708,61833.7135"
"208,Denmark,1985,1504812.901,188101.6126"
"208,Denmark,1995,1813269.715,226658.7144"
"208,Denmark,2005,2247366.206,280920.7757"
"208,Denmark,2010,2271153.466,283894.1832"
"208,Denmark,2015,2421384.304,302673.038"
"208,Denmark,2017,2550885.474,318860.6842"
"208,Denmark,2018,2611885.067,326485.6334"
"208,Denmark,1985,32.0296,4.0037"
"208,Denmark,1995,24.2208,3.0276"
"208,Denmark,2005,18.6936,2.3367"
"208,Denmark,2010,14.968,1.871"
"208,Denmark,2015,18.7408,2.3426"
"208,Denmark,2017,16.2896,2.0362"
"208,Denmark,2018,19.1304,2.3913"
"262,Djibouti,1985,2843.2752,355.4094"
"262,Djibouti,1995,4077.0512,509.6314"
"262,Djibouti,2005,5669.0656,708.6332"
"262,Djibouti,2010,9949.2136,1243.6517"
"262,Djibouti,2015,19563.8768,2445.4846"
"262,Djibouti,2017,22134.9448,2766.8681"
"262,Djibouti,2018,23386.9008,2923.3626"
"262,Djibouti,1985,6680.4232,835.0529"
"262,Djibouti,1995,6467.5264,808.4408"
"262,Djibouti,2005,7237.8376,904.7297"
"262,Djibouti,2010,11841.5104,1480.1888"
"262,Djibouti,2015,21404.8432,2675.6054"
"262,Djibouti,2017,23445.576,2930.697"
"262,Djibouti,2018,24388.716,3048.5895"
"262,Djibouti,1985,5328.7792,666.0974"
"262,Djibouti,1995,6114.2536,764.2817"
"262,Djibouti,2005,7416.04,927.005"
"262,Djibouti,2010,11727.7904,1465.9738"
"262,Djibouti,2015,19563.8768,2445.4846"
"262,Djibouti,2017,21979.3768,2747.4221"
"262,Djibouti,2018,23220.9648,2902.6206"
"262,Djibouti,1985,-1.6048,-0.2006"
"262,Djibouti,1995,44.812,5.6015"
"262,Djibouti,2005,28.46,3.5575"
"262,Djibouti,2010,93.9328,11.7416"
"262,Djibouti,2015,61.4008,7.6751"
"262,Djibouti,2017,40.6152,5.0769"
"262,Djibouti,2018,45.1912,5.6489"
"212,Dominica,1985,934.6752,116.8344"
"212,Dominica,1995,2077.7192,259.7149"
"212,Dominica,2005,2963.3184,370.4148"
"212,Dominica,2010,3950.6072,493.8259"
"212,Dominica,2015,4326.6368,540.8296"
"212,Dominica,2017,4158.696,519.837"
"212,Dominica,2018,4407.1408,550.8926"
"212,Dominica,1985,12768.6104,1596.0763"
"212,Dominica,1995,29223.3112,3652.9139"
"212,Dominica,2005,41979.8912,5247.4864"
"212,Dominica,2010,55738.1336,6967.2667"
"212,Dominica,2015,60781.8864,7597.7358"
"212,Dominica,2017,58197.7704,7274.7213"
"212,Dominica,2018,61530.7608,7691.3451"
"212,Dominica,1985,2192.1576,274.0197"
"212,Dominica,1995,3106.128,388.266"
"212,Dominica,2005,3727.7904,465.9738"
"212,Dominica,2010,4281.2696,535.1587"
"212,Dominica,2015,4326.6368,540.8296"
"212,Dominica,2017,4115.7312,514.4664"
"212,Dominica,2018,4208.9344,526.1168"
"212,Dominica,1985,10.3216,1.2902"
"212,Dominica,1995,15.7976,1.9747"
"212,Dominica,2005,-2.5848,-0.3231"
"212,Dominica,2010,-22.1232,-2.7654"
"212,Dominica,2015,-20.404,-2.5505"
"212,Dominica,2017,-57.7384,-7.2173"
"212,Dominica,2018,18.1168,2.2646"
"214,Dominican Republic,1985,44943.7848,5617.9731"
"214,Dominican Republic,1995,125979.2312,15747.4039"
"214,Dominican Republic,2005,284083.212,35510.4015"
"214,Dominican Republic,2010,425276.5568,53159.5696"
"214,Dominican Republic,2015,550416.7648,68802.0956"
"214,Dominican Republic,2017,608090.1952,76011.2744"
"214,Dominican Republic,2018,650388.6832,81298.5854"
"214,Dominican Republic,1985,6952.6904,869.0863"
"214,Dominican Republic,1995,16111.4272,2013.9284"
"214,Dominican Republic,2005,31227.348,3903.4185"
"214,Dominican Republic,2010,43865.008,5483.126"
"214,Dominican Republic,2015,53533.7384,6691.7173"
"214,Dominican Republic,2017,57841.1664,7230.1458"
"214,Dominican Republic,2018,61200.72,7650.09"
"214,Dominican Republic,1985,128431.3592,16053.9199"
"214,Dominican Republic,1995,191150.6576,23893.8322"
"214,Dominican Republic,2005,317350.356,39668.7945"
"214,Dominican Republic,2010,430029.88,53753.735"
"214,Dominican Republic,2015,550416.7648,68802.0956"
"214,Dominican Republic,2017,613522.04,76690.255"
"214,Dominican Republic,2018,656166.3808,82020.7976"
"214,Dominican Republic,1985,-16.98,-2.1225"
"214,Dominican Republic,1995,43.9504,5.4938"
"214,Dominican Republic,2005,74.1024,9.2628"
"214,Dominican Republic,2010,66.7176,8.3397"
"214,Dominican Republic,2015,56.2672,7.0334"
"214,Dominican Republic,2017,36.4144,4.5518"
"214,Dominican Republic,2018,55.6056,6.9507"
"218,Ecuador,1985,137126.992,17140.874"
"218,Ecuador,1995,195365.344,24420.668"
"218,Ecuador,2005,332056.68,41507.085"
"218,Ecuador,2010,556442.936,69555.367"
"218,Ecuador,2015,794323.048,99290.381"
"218,Ecuador,2017,834366.896,104295.862"
"218,Ecuador,2018,867184.464,108398.058"
"218,Ecuador,1985,15125.2312,1890.6539"
"218,Ecuador,1995,17054.724,2131.8405"
"218,Ecuador,2005,24017.0952,3002.1369"
"218,Ecuador,2010,37068.7232,4633.5904"
"218,Ecuador,2015,48995.9328,6124.4916"
"218,Ecuador,2017,49708.0104,6213.5013"
"218,Ecuador,2018,50758.9728,6344.8716"
"218,Ecuador,1985,305384.7792,38173.0974"
"218,Ecuador,1995,404591.2664,50573.9083"
"218,Ecuador,2005,541164.5,67645.5625"
"218,Ecuador,2010,639321.8424,79915.2303"
"218,Ecuador,2015,794323.048,99290.381"
"218,Ecuador,2017,803163.5224,100395.4403"
"218,Ecuador,2018,814224.104,101778.013"
"218,Ecuador,1985,31.48,3.935"
"218,Ecuador,1995,18.02,2.2525"
"218,Ecuador,2005,42.3304,5.2913"
"218,Ecuador,2010,28.2024,3.5253"
"218,Ecuador,2015,0.7912,0.0989"
"218,Ecuador,2017,18.9472,2.3684"
"218,Ecuador,2018,11.0168,1.3771"
"818,Egypt,1985,190274.624,23784.328"
"818,Egypt,1995,526064.2912,65758.0364"
"818,Egypt,2005,755650.5744,94456.3218"
"818,Egypt,2010,1717042.976,214630.372"
"818,Egypt,2015,2541956.486,317744.5607"
"818,Egypt,2017,1561082.394,195135.2993"
"818,Egypt,2018,1998008.653,249751.0816"
"818,Egypt,1985,3862.7592,482.8449"
"818,Egypt,1995,8439.4392,1054.9299"
"818,Egypt,2005,10005.4936,1250.6867"
"818,Egypt,2010,20746.9472,2593.3684"
"818,Egypt,2015,27497.6896,3437.2112"
"818,Egypt,2017,16186.6496,2023.3312"
"818,Egypt,2018,20300.0976,2537.5122"
"818,Egypt,1985,655005.3816,81875.6727"
"818,Egypt,1995,1067438.336,133429.792"
"818,Egypt,2005,1649724.013,206215.5016"
"818,Egypt,2010,2226145.487,278268.1859"
"818,Egypt,2015,2541956.486,317744.5607"
"818,Egypt,2017,2763350.911,345418.8639"
"818,Egypt,2018,2910198.723,363774.8404"
"818,Egypt,1985,54.0128,6.7516"
"818,Egypt,1995,36.4616,4.5577"
"818,Egypt,2005,35.7736,4.4717"
"818,Egypt,2010,41.1776,5.1472"
"818,Egypt,2015,34.976,4.372"
"818,Egypt,2017,33.4496,4.1812"
"818,Egypt,2018,42.5128,5.3141"
"222,El Salvador,1985,15137.4896,1892.1862"
"222,El Salvador,1995,71375.5768,8921.9471"
"222,El Salvador,2005,117584.0112,14698.0014"
"222,El Salvador,2010,147583.3792,18447.9224"
"222,El Salvador,2015,187505.9032,23438.2379"
"222,El Salvador,2017,199423.7896,24927.9737"
"222,El Salvador,2018,208455.5592,26056.9449"
"222,El Salvador,1985,3066.2512,383.2814"
"222,El Salvador,1995,12680.876,1585.1095"
"222,El Salvador,2005,19428.556,2428.5695"
"222,El Salvador,2010,23865.8416,2983.2302"
"222,El Salvador,2015,29644.6208,3705.5776"
"222,El Salvador,2017,31217.8864,3902.2358"
"222,El Salvador,2018,32465.9408,4058.2426"
"222,El Salvador,1985,82063.428,10257.9285"
"222,El Salvador,1995,121506.2008,15188.2751"
"222,El Salvador,2005,158640.4704,19830.0588"
"222,El Salvador,2010,170218.2456,21277.2807"
"222,El Salvador,2015,187505.9032,23438.2379"
"222,El Salvador,2017,196633.1848,24579.1481"
"222,El Salvador,2018,201627.6672,25203.4584"
"222,El Salvador,1985,15.804,1.9755"
"222,El Salvador,1995,51.1728,6.3966"
"222,El Salvador,2005,28.5008,3.5626"
"222,El Salvador,2010,10.9232,1.3654"
"222,El Salvador,2015,19.2,2.4"
"222,El Salvador,2017,18.4,2.3"
"222,El Salvador,2018,20.32,2.54"
"226,Equatorial Guinea,1985,706.3224,88.2903"
"226,Equatorial Guinea,1995,1722.6232,215.3279"
"226,Equatorial Guinea,2005,68157.4168,8519.6771"
"226,Equatorial Guinea,2010,130388.2824,16298.5353"
"226,Equatorial Guinea,2015,105404.1656,13175.5207"
"226,Equatorial Guinea,2017,100141.3656,12517.6707"
"226,Equatorial Guinea,2018,106594.8576,13324.3572"
"226,Equatorial Guinea,1985,2005.9256,250.7407"
"226,Equatorial Guinea,1995,3467.6616,433.4577"
"226,Equatorial Guinea,2005,90932.9336,11366.6167"
"226,Equatorial Guinea,2010,138176.0208,17272.0026"
"226,Equatorial Guinea,2015,90199.428,11274.9285"
"226,Equatorial Guinea,2017,79351.1944,9918.8993"
"226,Equatorial Guinea,2018,81433.8376,10179.2297"
"226,Equatorial Guinea,1985,3678.1048,459.7631"
"226,Equatorial Guinea,1995,5930.4888,741.3111"
"226,Equatorial Guinea,2005,79089.0968,9886.1371"
"226,Equatorial Guinea,2010,104387.264,13048.408"
"226,Equatorial Guinea,2015,105404.1656,13175.5207"
"226,Equatorial Guinea,2017,93261.672,11657.709"
"226,Equatorial Guinea,2018,88885.128,11110.641"
"226,Equatorial Guinea,1985,103.2416,12.9052"
"226,Equatorial Guinea,1995,93.628,11.7035"
"226,Equatorial Guinea,2005,71.2,8.9"
"226,Equatorial Guinea,2010,-71.3936,-8.9242"
"226,Equatorial Guinea,2015,-72.712,-9.089"
"226,Equatorial Guinea,2017,-25.7616,-3.2202"
"226,Equatorial Guinea,2018,-37.5424,-4.6928"
"232,Eritrea,1995,5117.7896,639.7237"
"232,Eritrea,2005,8787.3976,1098.4247"
"232,Eritrea,2010,16936.316,2117.0395"
"232,Eritrea,2015,35537.02,4442.1275"
"232,Eritrea,2017,47426.6544,5928.3318"
"232,Eritrea,2018,54842.072,6855.259"
"232,Eritrea,1995,2321.812,290.2265"
"232,Eritrea,2005,3108.7576,388.5947"
"232,Eritrea,2010,5341.9536,667.7442"
"232,Eritrea,2015,10630.8568,1328.8571"
"232,Eritrea,2017,13896.32,1737.04"
"232,Eritrea,2018,15883.4264,1985.4283"
"232,Eritrea,1995,24095.7664,3011.9708"
"232,Eritrea,2005,28759.6984,3594.9623"
"232,Eritrea,2010,27665.5376,3458.1922"
"232,Eritrea,2015,35537.02,4442.1275"
"232,Eritrea,2017,38008.7792,4751.0974"
"232,Eritrea,2018,39602.152,4950.269"
"232,Eritrea,1995,167.3448,20.9181"
"232,Eritrea,2005,11.6136,1.4517"
"232,Eritrea,2010,17.5536,2.1942"
"232,Eritrea,2015,20.6912,2.5864"
"232,Eritrea,2017,40.0984,5.0123"
"232,Eritrea,2018,33.5368,4.1921"
